project_id,company_name,company_tier,year,quarter,country,state,city,location_region,client_name,client_industry,sector,subsector,project_type,delivery_method,project_status,award_date,start_date,end_date,duration_months,contract_value_total,recognized_revenue_year,backlog_begin,backlog_end,total_cost,labor_cost_total,material_cost_total,equipment_cost_total,subcontractor_cost_total,overhead_cost_total,sgna_cost,contingency_cost,headcount_total,headcount_field,headcount_office,avg_hourly_rate_field,avg_hourly_rate_office,labor_hours_total,gross_margin,gross_margin_pct,ebitda,ebitda_margin_pct,operating_income,operating_margin_pct,num_competitors_bid,joint_venture_flag,company_share_in_jv_pct,currency
P0059,TDIndustries,tier_1,2020,3,Canada,ON,Toronto,Canada,Kaiser Permanente,Private,Commercial,Hospitality,Maintenance,EPC,Awarded,2020-07-07,2020-09-15,2022-01-08,16,44209818,17658548.83,23412121.4,26551269.17,46573625.98,14983999.7,16985218.62,2180969.28,7841599.68,2203776.71,1544058.92,834003.05,20,14,6,57.87,46.32,258925,-2363807.98,-0.0535,-3907866.9,-0.0884,-4358486.89,-0.0986,3,1,0.46,USD
P0060,TD Industries,tier_1,2020,1,USA,NY,New York,Northeast,Dominion Energy,Private,Healthcare,Hospitals,Expansion,EPC,In Progress,2020-06-29,2020-09-30,2022-02-22,17,43984524,14233625.17,21887583.56,29750898.83,40872555.59,11608785.17,17462036.01,3404191.86,3848826.91,2441163.14,1359092.49,748460.0,87,66,21,43.39,44.42,267545,3111968.41,0.0708,1752875.92,0.0399,1234117.78,0.0281,2,1,0.62,USD
P0061,TDINDUSTRIES.,tier_1,2025,2,USA,TX,Dallas,South,Microsoft Data Center,Private,Infrastructure,Water/Wastewater,Expansion,Lump Sum,Completed,2025-09-29,2025-11-29,2027-03-24,16,75929654,75929654.0,0.0,0.0,61837101.87,20523912.33,22156536.13,5924487.38,6271131.42,2842952.18,2697959.67,1420122.77,109,72,37,43.6,74.87,470731,14092552.13,0.1856,11394592.47,0.1501,10925528.68,0.1439,3,1,0.52,USD
P0062,TD-Industries,tier_1,2017,2,USA,NY,New York,Northeast,General Services Admin (US),Public,Healthcare,Hospitals,Maintenance,EPC,Completed,2017-10-09,2018-01-01,2019-01-26,13,11042972,11042972.0,0.0,0.0,12043360.42,4004325.97,4170978.09,724313.56,1907479.56,612973.3,483802.45,139487.49,35,27,8,38.16,57.29,104935,-1000388.42,-0.0906,-1484190.87,-0.1344,-1552807.75,-0.1406,3,1,0.68,USD
P0063,Regional MEP Solutions.,tier_2,2017,3,USA,NY,New York,Northeast,Dominion Energy,Private,Healthcare,Labs,Expansion,Design-Build,Completed,2017-03-06,2017-04-30,2019-04-20,24,31998351,31998351.0,0.0,0.0,26045406.16,7419342.55,10235471.88,1787683.89,2970517.67,2021084.62,1169191.05,442114.49,13,9,4,55.68,41.94,133249,5952944.84,0.186,4783753.78,0.1495,4378084.56,0.1368,1,0,1.0,USD
P0064,Regional MEP Solutions.,tier_2,2018,3,USA,TX,Dallas,South,Microsoft Data Center,Private,Infrastructure,Energy,Maintenance,Lump Sum,In Progress,2018-11-22,2019-02-15,2020-02-10,12,38849576,17081522.05,18530811.87,21768053.95,31650311.1,9324956.78,11477085.13,2201757.04,5060441.44,1427544.61,1874422.49,284103.61,58,48,10,33.07,70.23,281976,7199264.9,0.1853,5324842.41,0.1371,4874679.6,0.1255,1,0,1.0,USD
P0065,Regional MEP Solns,tier_2,2019,3,USA,CA,San Jose,West,Regional School District,Public,Commercial,Retail,Design-Build,EPC,Completed,2019-09-05,2019-10-21,2022-03-09,29,5736653,5736653.0,0.0,0.0,5406146.27,2003100.92,1783605.04,302190.86,853965.95,208373.7,186261.39,68648.42,14,9,5,50.68,65.7,39524,330506.73,0.0576,144245.34,0.0251,96046.41,0.0167,3,1,0.48,USD
P0066,Regional MEP Solns,tier_2,2024,2,USA,NY,New York,Northeast,Texas DOT,Public,Commercial,Retail,Expansion,Cost-Plus,Awarded,2024-01-26,2024-03-18,2025-07-11,16,9927377,7150975.5,2634783.79,2776401.5,10381260.54,3556643.79,3104491.44,775668.58,1689948.14,620849.36,476638.65,157020.59,34,24,10,40.02,40.81,88871,-453883.54,-0.0457,-930522.19,-0.0937,-999004.62,-0.1006,4,1,0.98,USD
P0067,Regional MEP Solutions.,tier_2,2025,2,USA,NY,New York,Northeast,Kaiser Permanente,Private,Data Centers,Enterprise,Expansion,EPC,Completed,2025-02-25,2025-05-06,2026-01-01,8,8216063,8216063.0,0.0,0.0,8184490.67,2967583.76,2950603.56,560276.65,957941.47,378130.04,304885.36,65069.82,9,6,3,43.71,59.24,67892,31572.33,0.0038,-273313.03,-0.0333,-359846.49,-0.0438,5,0,1.0,USD
P0068,Midwest Ind. Services,tier_2,2022,3,USA,NY,New York,Northeast,Kaiser Permanente,Private,Infrastructure,Transportation,Retrofit,Design-Build,Completed,2022-01-24,2022-02-12,2022-10-10,8,14200564,14200564.0,0.0,0.0,13696720.95,4745469.15,5262656.29,794757.79,1347549.26,933335.87,343560.35,269392.24,30,25,5,51.22,50.47,92648,503843.05,0.0355,160282.71,0.0113,44046.83,0.0031,3,1,0.83,USD
P0069,Midwest Industrial Services.,tier_2,2023,1,Canada,ON,Toronto,Canada,Midwest Manufacturing Co.,Private,Commercial,Retail,Design-Build,EPC,Completed,2023-12-19,2024-03-23,2024-07-21,4,3495507,3495507.0,0.0,0.0,3254512.54,1102851.82,1013101.28,219446.35,619423.72,185747.65,93771.51,20170.22,38,28,10,48.11,69.44,22923,240994.46,0.0689,147222.95,0.0421,112951.29,0.0323,2,0,1.0,USD
P0070,Midwest industrial services,tier_2,2025,3,USA,TX,Dallas,South,Commercial REIT Client,Private,Infrastructure,Water/Wastewater,Retrofit,Design-Build,Completed,2025-07-30,2025-10-17,2028-02-04,28,947930,947930.0,0.0,0.0,920384.27,301286.74,304039.85,68648.0,144787.03,55198.92,33708.86,12714.87,35,25,10,40.16,46.06,7502,27545.73,0.0291,-6163.13,-0.0065,-20364.29,-0.0215,5,1,0.73,USD
P0071,Midwest Ind. Services,tier_2,2025,3,USA,GA,Atlanta,South,General Services Admin (US),Public,Data Centers,Colocation,Retrofit,EPC,In Progress,2025-04-17,2025-07-29,2027-09-17,26,6237330,2196287.2,3227310.59,4041042.8,5942842.78,1860224.37,2008236.34,361917.2,1081855.78,367170.26,178597.72,84841.11,27,22,5,52.92,50.17,35151,294487.22,0.0472,115889.5,0.0186,50822.24,0.0081,3,0,1.0,USD
P0072,Midwest Industrial Services.,tier_2,2023,3,USA,NY,New York,Northeast,LOCAL UNIVERSITY,Private,Industrial,Warehouse,Maintenance,EPC,Awarded,2023-11-12,2024-02-29,2025-12-20,22,6705997,3080761.89,2662252.16,3625235.11,5136794.54,1732059.31,1727564.17,504688.03,687815.1,263635.96,154277.76,66754.21,40,33,7,36.11,62.85,47966,1569202.46,0.234,1414924.71,0.211,1349715.33,0.2013,4,1,0.79,USD
P0073,"Atlantic Facility Works, Inc.",tier_2,2020,1,USA,VA,Ashburn,South,Local Univ.,Private,Data Centers,Hyperscale,Design-Build,Lump Sum,Awarded,2020-03-31,2020-04-19,2022-10-06,30,8414807,6280388.3,2018623.23,2134418.7,8241068.01,2385758.78,2728985.73,646513.3,1482799.55,564142.02,389624.88,43243.76,23,16,7,48.67,58.35,49019,173738.99,0.0206,-215885.89,-0.0257,-305752.82,-0.0363,2,1,0.56,USD
P0074,"Atlantic Facility Works, Inc.",tier_2,2021,3,USA,GA,Atlanta,South,Microsoft Data Center,Private,Industrial,Manufacturing,Maintenance,EPC,Completed,2021-04-09,2021-05-16,2023-04-06,23,45596366,45596366.0,0.0,0.0,46769848.51,16277147.62,17534375.01,3253277.52,5997201.83,1526088.06,1827396.37,354362.1,25,20,5,32.18,53.43,505815,-1173482.51,-0.0257,-3000878.87,-0.0658,-3292974.61,-0.0722,4,1,0.97,USD
P0075,Atlantic Facility Wrks,tier_2,2025,4,USA,NY,New York,Northeast,Commercial REIT Client,Private,Infrastructure,Energy,Retrofit,Lump Sum,Completed,2025-08-27,2025-10-20,2026-07-17,9,2639452,2639452.0,0.0,0.0,2428453.93,751891.87,858819.8,197314.66,396856.66,112016.01,62086.44,49468.49,44,28,16,56.89,56.74,13216,210998.07,0.0799,148911.63,0.0564,127926.99,0.0485,4,1,0.65,USD
P0076,"Atlantic Facility Works, Inc.",tier_2,2024,4,USA,VA,Ashburn,South,Regional School District,Public,Industrial,Warehouse,Design-Build,Lump Sum,Completed,2024-09-27,2025-01-10,2026-04-05,15,2899876,2899876.0,0.0,0.0,2405803.51,674210.83,970371.9,95950.81,390801.57,145630.27,107820.44,21017.68,38,26,12,49.69,65.09,13568,494072.49,0.1704,386252.06,0.1332,362237.67,0.1249,4,0,1.0,USD
P0077,Atlantic Facility Works,tier_2,2016,4,Canada,ON,Toronto,Canada,US GSA,Public,Data Centers,Hyperscale,Design-Build,Design-Build,Completed,2016-06-06,2016-09-21,2017-01-19,4,8589396,8589396.0,0.0,0.0,7979935.28,2433820.76,3199275.01,577982.38,1183886.13,273242.36,260566.77,51161.87,9,7,2,44.27,50.05,54976,609460.72,0.071,348893.96,0.0406,220557.76,0.0257,2,0,1.0,USD
P0078,Atlantic Facility Works,tier_2,2021,3,Canada,ON,Toronto,Canada,Municipal Client - Small,Private,Healthcare,Clinics,New Build,Cost-Plus,Completed,2021-06-28,2021-07-28,2022-04-24,9,3648165,3648165.0,0.0,0.0,3749619.29,1382127.32,1127132.66,132674.11,648908.0,231267.63,155723.32,71786.26,51,37,14,45.83,68.82,30157,-101454.29,-0.0278,-257177.61,-0.0705,-292309.58,-0.0801,2,1,0.61,USD
P0079,"Atlantic Facility Works, Inc.",tier_2,2019,3,USA,TX,Dallas,South,Small muni client,Private,Commercial,Hospitality,Expansion,Lump Sum,Awarded,2019-02-04,2019-03-03,2021-01-21,23,4212856,1550899.23,1900932.63,2661956.77,3434642.82,949460.64,1430971.25,274527.87,357535.11,251177.4,135097.7,35872.84,37,31,6,38.09,72.07,24926,778213.18,0.1847,643115.48,0.1527,612897.96,0.1455,5,1,0.75,USD
P0080,SOUTHWEST MECHANICAL.,tier_2,2020,2,USA,IL,Chicago,Midwest,Small muni client,Private,Industrial,Process,Maintenance,EPC,Awarded,2020-10-29,2021-02-15,2021-11-12,9,2490195,1473791.24,749398.97,1016403.76,2467384.45,797258.1,782120.66,136415.47,441334.83,168495.2,99957.11,41803.08,29,18,11,45.99,48.43,17335,22810.55,0.0092,-77146.56,-0.031,-97534.65,-0.0392,2,1,0.91,USD
P0081,Southwest Mechanical LLC,tier_2,2023,3,USA,TX,Dallas,South,Small muni client,Private,Healthcare,Labs,Design-Build,Cost-Plus,In Progress,2023-05-11,2023-06-21,2024-08-14,14,1622722,808990.17,747335.48,813731.83,1569390.73,524906.65,630157.99,117414.76,144822.1,95713.64,41727.4,14648.19,17,13,4,47.28,63.5,11102,53331.27,0.0329,11603.87,0.0072,-7441.56,-0.0046,2,1,0.53,USD
P0082,Southwest Mechanical LLC,tier_2,2020,3,USA,IL,Chicago,Midwest,Small municipal authority,Private,Commercial,Hospitality,Expansion,Cost-Plus,Completed,2020-12-26,2021-02-05,2022-05-31,16,3058824,3058824.0,0.0,0.0,2988841.81,1120815.0,1018013.01,210372.74,361143.65,157058.39,94143.83,27295.18,36,25,11,52.87,65.28,21199,69982.19,0.0229,-24161.65,-0.0079,-55141.92,-0.018,3,0,1.0,USD
P0083,Southwest Mechanical LLC,tier_2,2021,1,USA,TX,Dallas,South,NYC Health + Hospitals,Private,Industrial,Manufacturing,Maintenance,Design-Build,In Progress,2021-04-11,2021-06-07,2022-05-03,11,22011373,10546810.41,9431309.76,11464562.59,21101030.78,6180229.25,8254361.89,1209856.75,3201791.85,1263317.76,610150.92,381322.36,15,11,4,41.16,44.9,150151,910342.22,0.0414,300191.3,0.0136,-22607.3,-0.001,5,1,0.51,USD
P0084,SOUTHWEST MECHANICAL.,tier_2,2024,3,USA,TX,Dallas,South,Meta Platforms,Private,Commercial,Office,Expansion,Cost-Plus,Completed,2024-02-04,2024-05-19,2025-01-14,8,25364735,25364735.0,0.0,0.0,21437765.77,5617341.02,8265350.97,1234248.88,3596301.5,1437424.33,976430.21,310668.85,5,3,2,42.69,40.59,131584,3926969.23,0.1548,2950539.02,0.1163,2699972.37,0.1064,6,1,0.72,USD
P0085,SOUTHWEST MECHANICAL.,tier_2,2016,4,USA,TX,Dallas,South,Texas DOT,Public,Industrial,Manufacturing,New Build,Cost-Plus,Awarded,2016-11-13,2017-02-03,2018-01-29,12,32062157,14683800.6,15848483.65,17378356.4,29199892.89,11235679.63,9301190.4,1598132.48,3761056.4,1482589.29,1184698.8,636545.89,46,39,7,48.9,41.11,229768,2862264.11,0.0893,1677565.31,0.0523,1444839.81,0.0451,4,1,0.63,USD
P0086,Precision Electrical Contractors,tier_2,2016,3,USA,NY,New York,Northeast,Commercial REIT Client,Private,Healthcare,Labs,Maintenance,Lump Sum,Completed,2016-04-27,2016-06-08,2018-07-28,26,3159266,3159266.0,0.0,0.0,2939861.38,1143681.74,1015151.28,102133.06,276229.81,211744.72,148420.26,42500.49,59,40,19,57.0,60.55,20064,219404.62,0.0694,70984.36,0.0225,54148.57,0.0171,6,1,0.96,USD
P0087,Precision Elec. Contractors,tier_2,2018,4,Canada,ON,Toronto,Canada,Chicago city water dept.,Public,Healthcare,Labs,Design-Build,EPC,In Progress,2018-03-13,2018-07-07,2020-08-25,26,12212540,3939408.82,6611685.92,8273131.18,11331082.46,4101779.05,3970527.91,961324.33,1042580.18,579894.51,551521.23,123455.24,54,36,18,48.49,67.42,84590,881457.54,0.0722,329936.31,0.027,174958.49,0.0143,4,1,0.54,USD
P0088,Precision Electrical Contractors,tier_2,2022,1,USA,NY,New York,Northeast,Microsoft Data Center,Private,Commercial,Hospitality,Maintenance,Cost-Plus,Completed,2022-02-12,2022-04-02,2022-11-28,8,45021612,45021612.0,0.0,0.0,40131256.84,12642068.6,16549203.62,1697938.08,5355869.9,2000220.59,1024044.16,861911.9,53,35,18,35.45,46.56,356616,4890355.16,0.1086,3866311.0,0.0859,3440975.69,0.0764,4,1,0.46,USD
P0089,PRECISION ELECTRICAL CONTRACTORS.,tier_2,2021,2,USA,VA,Ashburn,South,Texas DOT,Public,Infrastructure,Water/Wastewater,New Build,EPC,In Progress,2021-02-13,2021-05-31,2023-02-20,21,19290051,14821827.52,3613314.11,4468223.48,19213410.41,7037651.26,7652863.99,1130358.82,1870330.4,872475.14,466147.97,183582.82,31,20,11,52.35,52.64,134434,76640.59,0.004,-389507.39,-0.0202,-581081.5,-0.0301,2,1,0.76,USD
P0090,PRECISION ELECTRICAL CONTRACTORS.,tier_2,2023,4,USA,VA,Ashburn,South,Amazon Web Services,Private,Healthcare,Clinics,Design-Build,Design-Build,In Progress,2023-06-21,2023-08-30,2026-02-15,30,11299463,6789623.69,3516702.42,4509839.31,11032306.49,3974762.82,3928320.78,674799.93,1243432.78,611622.43,461682.15,137685.61,52,40,12,44.77,60.16,88781,267156.51,0.0236,-194525.64,-0.0172,-271095.01,-0.024,2,1,0.63,USD
P0091,MOUNTAIN VIEW F.M.,tier_2,2017,4,USA,VA,Ashburn,South,Municipal Client - Small,Private,Data Centers,Hyperscale,Design-Build,Lump Sum,Completed,2017-12-29,2018-02-08,2019-08-02,18,2928638,2928638.0,0.0,0.0,3015435.58,1018081.5,1097338.02,97986.18,482577.43,180995.17,117700.0,20757.27,21,16,5,50.6,67.62,20120,-86797.58,-0.0296,-204497.57,-0.0698,-228009.63,-0.0779,1,1,0.99,USD
P0092,MOUNTAIN VIEW F.M.,tier_2,2025,1,Canada,ON,Toronto,Canada,NYC HEALTH + HOSPITALS,Private,Healthcare,Labs,New Build,EPC,Completed,2025-10-02,2026-01-01,2027-12-22,24,31475307,31475307.0,0.0,0.0,28644818.63,11529537.14,8385192.19,1334916.51,4610168.98,1153681.42,1208032.89,423289.51,46,32,14,51.57,73.8,223570,2830488.37,0.0899,1622455.48,0.0515,1262053.39,0.0401,4,0,1.0,USD
P0093,MOUNTAIN VIEW F.M.,tier_2,2017,4,USA,CA,San Jose,West,Dominion Energy,Private,Data Centers,Enterprise,Design-Build,Cost-Plus,In Progress,2017-07-20,2017-10-02,2020-01-20,28,29650326,11395839.73,16110271.98,18254486.27,29549040.97,9746918.4,10483335.18,1112991.6,5330247.19,1462082.58,855796.37,557669.65,27,18,9,43.84,47.24,222329,101285.03,0.0034,-754511.34,-0.0254,-928219.19,-0.0313,4,1,0.69,USD
P0094,MOUNTAIN VIEW F.M.,tier_2,2023,4,Canada,ON,Toronto,Canada,Kaiser Permanente,Private,Commercial,Office,Maintenance,Lump Sum,Completed,2023-03-26,2023-07-13,2024-06-07,11,4149713,4149713.0,0.0,0.0,3782020.35,1255533.12,1380968.65,193166.99,508908.1,201187.08,182307.99,59948.43,47,33,14,32.76,61.49,38325,367692.65,0.0886,185384.66,0.0447,156901.58,0.0378,2,1,0.76,USD
P0095,Mountain view fm,tier_2,2016,2,USA,CA,San Jose,West,Commercial REIT Client,Private,Commercial,Hospitality,New Build,Cost-Plus,In Progress,2016-04-10,2016-06-22,2017-01-18,7,2221619,838085.99,1182008.52,1383533.01,2105410.09,582012.07,842872.21,125267.66,319715.1,119698.24,85175.21,30669.61,57,43,14,52.82,72.15,11018,116208.91,0.0523,31033.7,0.014,12196.04,0.0055,5,0,1.0,USD
P0096,Mountain view fm,tier_2,2021,4,USA,IL,Chicago,Midwest,AMAZON WEB SERVICES,Private,Infrastructure,Energy,Retrofit,Design-Build,In Progress,2021-03-12,2021-06-08,2022-10-01,16,17028527,12029814.99,4551308.81,4998712.01,15996591.88,4898872.31,5500223.29,968394.68,2927477.94,1144790.37,429068.55,127764.75,44,26,18,41.34,40.34,118501,1031935.12,0.0606,602866.58,0.0354,468539.63,0.0275,2,0,1.0,USD
P0097,Mt View FM,tier_2,2024,4,USA,NY,New York,Northeast,Texas - Department of Transportation,Public,Healthcare,Clinics,Expansion,Design-Build,Awarded,2024-10-16,2024-11-03,2027-03-23,29,19883694,10441661.58,6876658.16,9442032.42,17888799.32,6795631.39,5842097.46,869765.39,2659660.05,730295.45,670471.04,320878.56,12,8,4,46.12,74.68,147346,1994894.68,0.1003,1324423.64,0.0666,1072712.07,0.0539,5,0,1.0,USD
P0098,Coastal energy systems,tier_2,2022,3,USA,CA,San Jose,West,Amazon Web Services,Private,Industrial,Process,New Build,Design-Build,In Progress,2022-02-14,2022-04-26,2022-11-22,7,54070646,39492254.52,10957919.59,14578391.48,50762058.29,18605766.82,15439435.44,3813880.36,7504594.17,2380472.82,2234340.69,783567.98,18,14,4,46.82,58.63,397389,3308587.71,0.0612,1074247.02,0.0199,714146.46,0.0132,5,0,1.0,USD
P0099,Coastal Energy Systems,tier_2,2020,3,USA,NY,New York,Northeast,Dominion Energy,Private,Data Centers,Enterprise,New Build,Cost-Plus,In Progress,2020-05-21,2020-08-27,2021-04-24,8,43976342,21275710.67,19453378.78,22700631.33,37281079.67,14610182.9,11869374.27,1640852.84,4934570.87,1754752.34,1992421.6,478924.85,29,20,9,48.47,70.8,301427,6695262.33,0.1522,4702840.73,0.1069,4420437.13,0.1005,1,1,0.71,USD
P0100,"Coastal Energy Systems, Ltd.",tier_2,2021,1,USA,GA,Atlanta,South,US General Services Administration,Public,Commercial,Hospitality,New Build,Design-Build,Completed,2021-12-24,2022-02-22,2022-08-21,6,11273014,11273014.0,0.0,0.0,11121792.05,3915213.23,3490771.98,883876.77,1831693.03,561267.56,334650.18,104319.3,13,9,4,44.62,52.03,87745,151221.95,0.0134,-183428.23,-0.0163,-301491.69,-0.0267,6,0,1.0,USD
P0101,Coastal Energy Sys,tier_2,2017,1,USA,VA,Ashburn,South,Univ. (local),Private,Commercial,Office,Expansion,Design-Build,Awarded,2017-04-14,2017-07-26,2018-03-23,8,8670801,4123350.82,3242090.14,4547450.18,8398426.07,3131404.65,2560312.61,639221.58,1453742.19,292497.33,267173.92,54073.79,45,30,15,50.19,48.2,62391,272374.93,0.0314,5201.0,0.0006,-95771.24,-0.011,6,0,1.0,USD
P0102,COASTAL ENERGY SYSTEMS.,tier_2,2016,1,USA,GA,Atlanta,South,Duke Energy,Private,Industrial,Warehouse,Expansion,Lump Sum,Awarded,2016-06-24,2016-10-21,2017-05-19,7,12829631,4612322.94,6033824.06,8217308.06,11661179.67,4850944.88,4020127.54,469676.85,1117240.58,581474.76,537855.36,83859.7,54,43,11,54.74,62.46,88617,1168451.33,0.0911,630595.98,0.0492,526245.98,0.041,6,0,1.0,USD
P0103,Coastal energy systems,tier_2,2024,3,USA,IL,Chicago,Midwest,Chicago - Water,Public,Healthcare,Clinics,Retrofit,Cost-Plus,In Progress,2024-12-17,2025-02-26,2025-12-23,10,8554229,5658760.82,2087812.6,2895468.18,6924612.61,2000578.27,2267467.49,578456.49,1188673.35,388030.75,418280.08,83126.19,40,30,10,50.75,49.97,39420,1629616.39,0.1905,1211336.31,0.1416,1156603.77,0.1352,6,0,1.0,USD
P0104,Heartland Building Services,tier_2,2024,1,USA,VA,Ashburn,South,City of CHICAGO / Water,Public,Infrastructure,Energy,New Build,Cost-Plus,In Progress,2024-02-27,2024-04-12,2025-11-03,19,13100544,7723664.58,4498238.48,5376879.42,10783432.21,4219595.78,3414680.38,975155.06,1063851.96,582239.64,386389.8,141519.59,16,12,4,56.82,66.96,74262,2317111.79,0.1769,1930721.99,0.1474,1755309.21,0.134,1,0,1.0,USD
P0105,Heartland Bldg Services,tier_2,2020,1,USA,GA,Atlanta,South,Duke Energy,Private,Healthcare,Labs,Maintenance,Design-Build,In Progress,2020-07-24,2020-08-18,2022-08-08,24,7798372,4715162.79,2647161.91,3083209.21,6993506.07,2385134.97,2670217.62,342140.99,865546.68,393444.93,203505.73,133515.16,58,44,14,48.72,50.86,48955,804865.93,0.1032,601360.2,0.0771,520538.64,0.0667,4,0,1.0,USD
P0106,HEARTLAND BUILDING SERVICES.,tier_2,2019,1,USA,GA,Atlanta,South,Amazon Web Services,Private,Data Centers,Enterprise,New Build,EPC,Completed,2019-12-03,2020-03-21,2020-12-16,9,24398664,24398664.0,0.0,0.0,21405187.8,5833986.05,8690440.36,1587742.59,2351622.85,1662052.8,870792.24,408550.91,15,10,5,51.49,70.57,113303,2993476.2,0.1227,2122683.96,0.087,1824833.48,0.0748,6,0,1.0,USD
P0107,HEARTLAND BUILDING SERVICES.,tier_2,2021,1,USA,VA,Ashburn,South,REGIONAL SCHOOL DISTRICT,Public,Infrastructure,Energy,Design-Build,Lump Sum,In Progress,2021-09-19,2021-11-19,2022-04-18,5,4658760,2541761.49,1505206.0,2116998.51,4081268.3,1397337.3,1560837.96,225411.26,491553.26,158939.17,173386.79,73802.56,60,36,24,33.2,52.74,42088,577491.7,0.124,404104.91,0.0867,370170.29,0.0795,2,0,1.0,USD
P0108,Heartland Bldg Services,tier_2,2024,3,USA,GA,Atlanta,South,Regional School District,Public,Healthcare,Hospitals,Maintenance,Cost-Plus,In Progress,2024-06-12,2024-07-31,2027-01-17,30,7839857,6001698.89,1500439.83,1838158.11,6779159.05,1822468.3,2398378.66,431992.17,1334297.41,291437.07,345973.99,154611.45,23,18,5,40.08,43.02,45470,1060697.95,0.1353,714723.95,0.0912,600726.21,0.0766,4,0,1.0,USD
P0109,Heartland Bldg Services,tier_2,2019,2,USA,VA,Ashburn,South,Dominion Energy,Private,Data Centers,Hyperscale,Expansion,EPC,Completed,2019-04-11,2019-07-28,2021-04-18,21,19780021,19780021.0,0.0,0.0,17150760.17,6758381.31,5672297.46,599708.36,2393453.97,777748.64,601168.46,348001.98,26,15,11,49.09,69.72,137673,2629260.83,0.1329,2028092.37,0.1025,1755682.19,0.0888,6,1,0.46,USD
P0110,Northeast Plant Svcs,tier_2,2023,3,USA,VA,Ashburn,South,META PLATFORMS,Private,Infrastructure,Transportation,New Build,Cost-Plus,Completed,2023-12-25,2024-02-25,2025-08-18,18,32571759,32571759.0,0.0,0.0,28186137.94,12244661.18,8557752.91,1132808.33,3040618.82,2045458.12,724556.0,440282.59,13,8,5,38.79,51.03,315665,4385621.06,0.1346,3661065.06,0.1124,3356524.69,0.1031,4,1,0.59,USD
P0111,Northeast Plant Services,tier_2,2019,3,USA,VA,Ashburn,South,Amazon Web Services,Private,Data Centers,Hyperscale,Retrofit,Lump Sum,Awarded,2019-08-27,2019-10-21,2021-03-14,17,25909135,16786334.47,7993180.71,9122800.53,21692013.46,6200519.21,7869721.42,1775211.99,3243608.86,1257470.43,1180794.98,164686.58,43,26,17,53.73,51.47,115401,4217121.54,0.1628,3036326.55,0.1172,2697539.51,0.1041,1,0,1.0,USD
P0112,N.E. Plant Services,tier_2,2022,1,USA,GA,Atlanta,South,State of Texas DOT,Public,Industrial,Manufacturing,Expansion,Design-Build,Completed,2022-10-09,2022-11-24,2023-06-22,7,11000820,11000820.0,0.0,0.0,9926583.5,3233437.14,4076733.52,406916.5,893219.2,695415.66,544287.76,76573.72,28,21,7,56.38,42.94,57350,1074236.5,0.0977,529948.74,0.0482,384333.81,0.0349,5,1,0.95,USD
P0113,N.E. Plant Services,tier_2,2016,3,USA,VA,Ashburn,South,Amazon Web Services,Private,Industrial,Manufacturing,Maintenance,Lump Sum,Awarded,2016-01-26,2016-03-02,2017-12-22,22,39671337,22890134.71,12370395.04,16781202.29,36392831.55,11477116.96,14228705.29,2174239.97,4692045.81,1867193.39,1214668.8,738861.32,44,33,11,38.39,50.33,298961,3278505.45,0.0826,2063836.64,0.052,1756391.01,0.0443,4,1,0.44,USD
